balPayments,expDir,expWgt,hsCode,impDir,impWgt,statKor,year
-32702,0,0,0106149000,32702,827,기타,2018.01
-5839,121935,1432,0106191000,127774,1257,개,2018.01
-279,0,0,0106196090,279,2,기타,2018.01
-831525,33923,767,0106199000,865448,3513,기타,2018.01
-13826,0,0,0106201000,13826,38,뱀,2018.01
-57406,0,0,0106202000,57406,4709,자라,2018.01
-59240,0,0,0106203000,59240,219,거북,2018.01
-38079,0,0,0106209000,38079,139,기타,2018.01
-7111,0,0,0106310000,7111,10,맹금류,2018.01
-20148,0,0,0106320000,20148,40,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.01
-87708,0,0,0106490000,87708,3083,기타,2018.01
-69398,0,0,0106901000,69398,2893,양서류,2018.01
-217944,2447,51,0106903010,220391,15006,갯지렁이,2018.01
-69,0,0,0106903020,69,1,실지렁이,2018.01
-45,0,0,0106903090,45,5,기타,2018.01
-26535,0,0,0106909000,26535,459,기타,2018.01
-84080,0,0,0101211000,84080,1525,농가 사육용,2018.02
-133900,0,0,0101219000,133900,3000,기타,2018.02
-268174,0,0,0101291000,268174,3800,경주말,2018.02
-391120,0,0,0101299000,391120,10375,기타,2018.02
-74161,0,0,0101309000,74161,8330,기타,2018.02
-574704,0,0,0105111000,574704,1667,번식용,2018.02
-53491,181,12,0106149000,53672,1488,기타,2018.02
-313,99169,1525,0106191000,99482,883,개,2018.02
-613782,23585,550,0106199000,637367,3064,기타,2018.02
-19628,0,0,0106201000,19628,105,뱀,2018.02
-41121,0,0,0106202000,41121,3727,자라,2018.02
-60394,0,0,0106203000,60394,2100,거북,2018.02
-46292,0,0,0106209000,46292,166,기타,2018.02
-28457,0,0,0106310000,28457,30,맹금류,2018.02
-36420,0,0,0106320000,36420,62,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.02
-136331,0,0,0106390000,136331,47,기타,2018.02
-84112,0,0,0106490000,84112,3237,기타,2018.02
-17899,0,0,0106901000,17899,1083,양서류,2018.02
-250470,1252,26,0106903010,251722,17398,갯지렁이,2018.02
-54,0,0,0106903020,54,1,실지렁이,2018.02
-14108,0,0,0106903090,14108,8,기타,2018.02
-41981,0,0,0106909000,41981,652,기타,2018.02
-572784,0,0,0101219000,572784,1000,기타,2018.03
-1520669,0,0,0101291000,1520669,15750,경주말,2018.03
-837341,0,0,0101299000,837341,12500,기타,2018.03
-188776,0,0,0103920000,188776,9880,중량이 50킬로그램 이상인 것,2018.03
14832,14832,96,0105111000,0,0,번식용,2018.03
-226265,0,0,0106110000,226265,525,영장류,2018.03
-45224,0,0,0106149000,45224,1118,기타,2018.03
-118968,131188,5270,0106191000,250156,2414,개,2018.03
-844380,36729,1057,0106199000,881109,4509,기타,2018.03
-9896,0,0,0106201000,9896,116,뱀,2018.03
-59923,0,0,0106202000,59923,5276,자라,2018.03
-91652,0,0,0106203000,91652,1170,거북,2018.03
-69159,3625,7,0106209000,72784,275,기타,2018.03
-60097,81,4,0106320000,60178,43,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.03
-10207,0,0,0106390000,10207,32,기타,2018.03
-149463,0,0,0106490000,149463,7605,기타,2018.03
-8304,0,0,0106901000,8304,66,양서류,2018.03
-496909,1225,25,0106903010,498134,33546,갯지렁이,2018.03
-144,0,0,0106903020,144,2,실지렁이,2018.03
-19385,0,0,0106903090,19385,63,기타,2018.03
-61616,0,0,0106909000,61616,1354,기타,2018.03
-1604298,2074,600,0101291000,1606372,10850,경주말,2018.04
-206990,0,0,0101299000,206990,4000,기타,2018.04
-321908,0,0,0103100000,321908,11360,번식용,2018.04
-644641,0,0,0105111000,644641,3230,번식용,2018.04
-111340,0,0,0106110000,111340,8,영장류,2018.04
247500,247500,250,0106122000,0,0,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2018.04
-33004,0,0,0106149000,33004,754,기타,2018.04
-95295,128750,1892,0106191000,224045,1859,개,2018.04
-981671,30039,588,0106199000,1011710,3999,기타,2018.04
-15275,0,0,0106201000,15275,99,뱀,2018.04
-88406,0,0,0106202000,88406,6740,자라,2018.04
-78327,0,0,0106203000,78327,369,거북,2018.04
-58417,0,0,0106209000,58417,312,기타,2018.04
-9959,0,0,0106310000,9959,22,맹금류,2018.04
-17057,0,0,0106320000,17057,22,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.04
-10021,0,0,0106390000,10021,14,기타,2018.04
-83286,0,0,0106490000,83286,1791,기타,2018.04
-7224,0,0,0106901000,7224,36,양서류,2018.04
-631524,2514,51,0106903010,634038,39921,갯지렁이,2018.04
-35,0,0,0106903090,35,1,기타,2018.04
-44968,0,0,0106909000,44968,939,기타,2018.04
-990968,0,0,0101291000,990968,9100,경주말,2018.05
-112329,0,0,0101299000,112329,1100,기타,2018.05
-1068771,0,0,0103100000,1068771,58494,번식용,2018.05
-70444,0,0,0103920000,70444,3270,중량이 50킬로그램 이상인 것,2018.05
-412080,0,0,0104201000,412080,18132,젖염소,2018.05
-611380,0,0,0104209000,611380,26809,기타,2018.05
-776996,0,0,0105111000,776996,2631,번식용,2018.05
-75049,0,0,0105131000,75049,968,번식용,2018.05
-1448250,0,0,0106110000,1448250,2083,영장류,2018.05
-56674,81,5,0106149000,56755,1339,기타,2018.05
-117742,113010,2399,0106191000,230752,2014,개,2018.05
-968,0,0,0106196090,968,6,기타,2018.05
-922695,31879,786,0106199000,954574,3833,기타,2018.05
-12842,0,0,0106201000,12842,56,뱀,2018.05
-99764,0,0,0106202000,99764,7474,자라,2018.05
-30243,0,0,0106203000,30243,590,거북,2018.05
-96197,0,0,0106209000,96197,231,기타,2018.05
-6758,0,0,0106310000,6758,3,맹금류,2018.05
-71332,0,0,0106490000,71332,1407,기타,2018.05
-13976,0,0,0106901000,13976,72,양서류,2018.05
-879243,2534,51,0106903010,881777,56469,갯지렁이,2018.05
-7106,0,0,0106903090,7106,9,기타,2018.05
-25458,0,0,0106909000,25458,523,기타,2018.05
-2623437,180632,1000,0101291000,2804069,28100,경주말,2018.06
-362711,0,0,0101299000,362711,6400,기타,2018.06
-226140,0,0,0103100000,226140,12220,번식용,2018.06
-1687124,14832,96,0105111000,1701956,5177,번식용,2018.06
-37956,0,0,0106149000,37956,893,기타,2018.06
-96348,97903,3634,0106191000,194251,1585,개,2018.06
-808281,42880,1526,0106199000,851161,4119,기타,2018.06
-24309,0,0,0106201000,24309,98,뱀,2018.06
-72329,0,0,0106202000,72329,5368,자라,2018.06
-74405,0,0,0106203000,74405,193,거북,2018.06
-103316,0,0,0106209000,103316,613,기타,2018.06
-28657,0,0,0106320000,28657,36,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.06
-57867,0,0,0106490000,57867,970,기타,2018.06
-19934,0,0,0106901000,19934,71,양서류,2018.06
-774065,4145,82,0106903010,778210,52079,갯지렁이,2018.06
-1841,0,0,0106903090,1841,165,기타,2018.06
-12146,0,0,0106909000,12146,312,기타,2018.06
-4264263,67300,1800,0101291000,4331563,50550,경주말,2018.07
-258457,0,0,0103100000,258457,10460,번식용,2018.07
-1047433,0,0,0105111000,1047433,2393,번식용,2018.07
-298330,0,0,0105131000,298330,324,번식용,2018.07
-61650,0,0,0106110000,61650,75,영장류,2018.07
-57402,91,5,0106149000,57493,1352,기타,2018.07
-15989,82614,1420,0106191000,98603,1031,개,2018.07
-10548,0,0,0106195090,10548,17,기타,2018.07
-766434,21582,526,0106199000,788016,4141,기타,2018.07
-17153,0,0,0106201000,17153,710,뱀,2018.07
-76893,0,0,0106202000,76893,5955,자라,2018.07
-86274,0,0,0106203000,86274,637,거북,2018.07
-61916,2190,4,0106209000,64106,134,기타,2018.07
-85613,0,0,0106320000,85613,129,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.07
-2919,0,0,0106390000,2919,4,기타,2018.07
-28,0,0,0106419000,28,2,기타,2018.07
-45340,0,0,0106490000,45340,1053,기타,2018.07
-27193,0,0,0106901000,27193,34,양서류,2018.07
-678182,2757,54,0106903010,680939,47844,갯지렁이,2018.07
-685,0,0,0106903020,685,3,실지렁이,2018.07
-12742,0,0,0106903090,12742,15,기타,2018.07
-16329,0,0,0106909000,16329,465,기타,2018.07
139905,139905,4800,0101291000,0,0,경주말,2018.08
-521919,14832,96,0105111000,536751,3746,번식용,2018.08
-247571,0,0,0105131000,247571,270,번식용,2018.08
-1219800,0,0,0106110000,1219800,2751,영장류,2018.08
-48044,0,0,0106149000,48044,1079,기타,2018.08
-130561,86578,1753,0106191000,217139,1916,개,2018.08
-120000,0,0,0106195010,120000,80,번식용,2018.08
-530183,10046,334,0106199000,540229,2744,기타,2018.08
-14692,0,0,0106201000,14692,16,뱀,2018.08
-54978,0,0,0106202000,54978,4287,자라,2018.08
-75511,0,0,0106203000,75511,144,거북,2018.08
-56406,0,0,0106209000,56406,187,기타,2018.08
-122007,0,0,0106320000,122007,232,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.08
-3155,0,0,0106390000,3155,10,기타,2018.08
-33188,0,0,0106490000,33188,1152,기타,2018.08
-4250,0,0,0106901000,4250,33,양서류,2018.08
-715604,1152,23,0106903010,716756,51010,갯지렁이,2018.08
-4143,0,0,0106903090,4143,836,기타,2018.08
-29719,0,0,0106909000,29719,586,기타,2018.08
-1538783,0,0,0101291000,1538783,10600,경주말,2018.09
-843480,0,0,0101299000,843480,74000,기타,2018.09
-959914,0,0,0102211000,959914,6416,젖소,2018.09
-276170,0,0,0103100000,276170,8328,번식용,2018.09
-243057,0,0,0105131000,243057,270,번식용,2018.09
-48059,0,0,0106149000,48059,1128,기타,2018.09
-113087,121690,1024,0106191000,234777,1933,개,2018.09
-716117,14988,386,0106199000,731105,3304,기타,2018.09
-41788,0,0,0106201000,41788,95,뱀,2018.09
-42629,0,0,0106202000,42629,3324,자라,2018.09
-75338,0,0,0106203000,75338,264,거북,2018.09
-134281,0,0,0106209000,134281,307,기타,2018.09
-152185,0,0,0106320000,152185,543,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.09
-118663,0,0,0106490000,118663,3472,기타,2018.09
-17552,0,0,0106901000,17552,99,양서류,2018.09
-945727,0,0,0106903010,945727,65648,갯지렁이,2018.09
-919,0,0,0106903020,919,37,실지렁이,2018.09
-12967,0,0,0106903090,12967,12,기타,2018.09
-91667,0,0,0106909000,91667,1635,기타,2018.09
-275774,181414,3000,0101291000,457188,6550,경주말,2018.10
-749178,0,0,0103100000,749178,33475,번식용,2018.10
-76162,0,0,0103920000,76162,3800,중량이 50킬로그램 이상인 것,2018.10
-1816737,14832,96,0105111000,1831569,3092,번식용,2018.10
-213142,0,0,0105131000,213142,1136,번식용,2018.10
-153200,0,0,0106110000,153200,102,영장류,2018.10
-6922,0,0,0106122000,6922,105,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2018.10
-23147,0,0,0106130000,23147,480,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2018.10
-55575,0,0,0106149000,55575,1538,기타,2018.10
-69004,152347,5380,0106191000,221351,2106,개,2018.10
-80000,0,0,0106194000,80000,381,곰,2018.10
-852846,33317,814,0106199000,886163,3749,기타,2018.10
-96917,0,0,0106201000,96917,3196,뱀,2018.10
-85435,0,0,0106202000,85435,6475,자라,2018.10
-60883,0,0,0106203000,60883,520,거북,2018.10
-90549,0,0,0106209000,90549,320,기타,2018.10
-167591,0,0,0106320000,167591,252,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.10
-11018,0,0,0106390000,11018,20,기타,2018.10
-195924,0,0,0106490000,195924,3121,기타,2018.10
-62033,0,0,0106901000,62033,1472,양서류,2018.10
-887985,0,0,0106903010,887985,61498,갯지렁이,2018.10
-8572,0,0,0106903090,8572,11,기타,2018.10
-158017,0,0,0106909000,158017,2349,기타,2018.10
-1909112,0,0,0101291000,1909112,29450,경주말,2018.11
-763110,0,0,0103100000,763110,23153,번식용,2018.11
-23900,0,0,0103910000,23900,540,중량이 50킬로그램 미만인 것,2018.11
-1094346,0,0,0105111000,1094346,4557,번식용,2018.11
-1314325,0,0,0106110000,1314325,1381,영장류,2018.11
-27500,0,0,0106122000,27500,35,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2018.11
-42715,0,0,0106149000,42715,1077,기타,2018.11
-62102,114719,1950,0106191000,176821,1885,개,2018.11
-842832,25192,501,0106199000,868024,4053,기타,2018.11
-28587,0,0,0106201000,28587,90,뱀,2018.11
-47829,0,0,0106202000,47829,3854,자라,2018.11
-76381,270,113,0106203000,76651,102,거북,2018.11
-104776,0,0,0106209000,104776,194,기타,2018.11
-154506,0,0,0106320000,154506,361,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.11
-56712,0,0,0106390000,56712,49,기타,2018.11
-7,0,0,0106411000,7,2,꿀벌,2018.11
-83012,0,0,0106490000,83012,1941,기타,2018.11
-87193,0,0,0106901000,87193,4400,양서류,2018.11
-679016,0,0,0106903010,679016,47754,갯지렁이,2018.11
-5371,0,0,0106903090,5371,6,기타,2018.11
-81594,0,0,0106909000,81594,938,기타,2018.11
-418353,0,0,0101211000,418353,10506,농가 사육용,2018.12
-1366258,0,0,0101219000,1366258,25833,기타,2018.12
-1109422,214700,2000,0101291000,1324122,21111,경주말,2018.12
-230457,0,0,0101299000,230457,4800,기타,2018.12
-68254,0,0,0103100000,68254,2700,번식용,2018.12
-2435221,6798,46,0105111000,2442019,7233,번식용,2018.12
200,200,25,0105119000,0,0,기타,2018.12
-237023,0,0,0105131000,237023,908,번식용,2018.12
-8850,0,0,0106110000,8850,10,영장류,2018.12
-90913,0,0,0106130000,90913,1900,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2018.12
-30495,0,0,0106149000,30495,792,기타,2018.12
-432055,119700,1423,0106191000,551755,2796,개,2018.12
-874368,25104,586,0106199000,899472,3217,기타,2018.12
-14582,0,0,0106201000,14582,116,뱀,2018.12
-52300,0,0,0106202000,52300,4149,자라,2018.12
-41102,0,0,0106203000,41102,205,거북,2018.12
-148271,0,0,0106209000,148271,391,기타,2018.12
-106932,0,0,0106320000,106932,260,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2018.12
31612,169714,125,0106390000,138102,337,기타,2018.12
-50378,0,0,0106490000,50378,1258,기타,2018.12
-178997,0,0,0106901000,178997,10704,양서류,2018.12
-312039,0,0,0106903010,312039,21799,갯지렁이,2018.12
-3886,0,0,0106903090,3886,9,기타,2018.12
-29443,0,0,0106909000,29443,292,기타,2018.12
-70455139,3187972,52812,-,73643111,1362795,-,총계
-527134,0,0,0105111000,527134,2187,번식용,2019.01
-22453,0,0,0106149000,22453,566,기타,2019.01
-198496,126944,1411,0106191000,325440,2835,개,2019.01
-816978,28440,713,0106199000,845418,3330,기타,2019.01
-30346,0,0,0106201000,30346,546,뱀,2019.01
-42360,0,0,0106202000,42360,3386,자라,2019.01
-84893,0,0,0106203000,84893,2018,거북,2019.01
-64537,0,0,0106209000,64537,259,기타,2019.01
-7075,0,0,0106390000,7075,14,기타,2019.01
-118244,0,0,0106490000,118244,2396,기타,2019.01
-123389,0,0,0106901000,123389,7551,양서류,2019.01
-342445,0,0,0106903010,342445,24171,갯지렁이,2019.01
-2465,0,0,0106903090,2465,10,기타,2019.01
-34530,0,0,0106909000,34530,612,기타,2019.01
-1355890,0,0,0101291000,1355890,12850,경주말,2019.02
-153224,0,0,0101299000,153224,3300,기타,2019.02
27120,27120,181,0105111000,0,0,번식용,2019.02
-6796,0,0,0106110000,6796,3,영장류,2019.02
-23182,0,0,0106149000,23182,564,기타,2019.02
-124966,158336,3263,0106191000,283302,2419,개,2019.02
-2746,0,0,0106195090,2746,80,기타,2019.02
-647585,43353,559,0106199000,690938,2631,기타,2019.02
-9021,0,0,0106201000,9021,16,뱀,2019.02
-81618,0,0,0106202000,81618,6829,자라,2019.02
-34226,0,0,0106203000,34226,559,거북,2019.02
-48658,2000,1,0106209000,50658,169,기타,2019.02
-90518,0,0,0106320000,90518,110,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.02
-4089,0,0,0106390000,4089,48,기타,2019.02
-119679,0,0,0106490000,119679,4500,기타,2019.02
-43529,0,0,0106901000,43529,1519,양서류,2019.02
-379979,0,0,0106903010,379979,26581,갯지렁이,2019.02
-29,0,0,0106903020,29,1,실지렁이,2019.02
-20632,0,0,0106903090,20632,18,기타,2019.02
-61548,0,0,0106909000,61548,1102,기타,2019.02
-291849,0,0,0101291000,291849,5875,경주말,2019.03
-225485,0,0,0101299000,225485,2625,기타,2019.03
-764344,0,0,0105111000,764344,1854,번식용,2019.03
-44650,0,0,0105131000,44650,522,번식용,2019.03
-33964,0,0,0106149000,33964,682,기타,2019.03
-155284,126655,1682,0106191000,281939,2159,개,2019.03
-762437,26065,635,0106199000,788502,2958,기타,2019.03
-19398,0,0,0106201000,19398,111,뱀,2019.03
-50506,0,0,0106202000,50506,4054,자라,2019.03
-93728,0,0,0106203000,93728,506,거북,2019.03
-126309,2400,3,0106209000,128709,384,기타,2019.03
200,200,100,0106310000,0,0,맹금류,2019.03
-87969,0,0,0106320000,87969,212,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.03
-49245,0,0,0106390000,49245,14,기타,2019.03
-143915,0,0,0106490000,143915,7502,기타,2019.03
-40888,0,0,0106901000,40888,2041,양서류,2019.03
-509995,0,0,0106903010,509995,34768,갯지렁이,2019.03
-2803,0,0,0106903090,2803,333,기타,2019.03
-59336,0,0,0106909000,59336,1417,기타,2019.03
-5437,0,0,0101219000,5437,450,기타,2019.04
-2557877,367926,800,0101291000,2925803,26600,경주말,2019.04
-59291,0,0,0101299000,59291,1500,기타,2019.04
-55843,0,0,0103920000,55843,2500,중량이 50킬로그램 이상인 것,2019.04
-336734,14832,96,0105111000,351566,2058,번식용,2019.04
-1886525,0,0,0106110000,1886525,1469,영장류,2019.04
-53933,0,0,0106149000,53933,882,기타,2019.04
-202369,136266,1640,0106191000,338635,2754,개,2019.04
-1683,0,0,0106195090,1683,30,기타,2019.04
-1144635,26642,671,0106199000,1171277,4100,기타,2019.04
-21490,0,0,0106201000,21490,628,뱀,2019.04
-81833,0,0,0106202000,81833,6447,자라,2019.04
-51173,0,0,0106203000,51173,333,거북,2019.04
-83696,0,0,0106209000,83696,177,기타,2019.04
-86116,0,0,0106320000,86116,253,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.04
-132966,0,0,0106490000,132966,3957,기타,2019.04
-13702,0,0,0106901000,13702,85,양서류,2019.04
-660350,0,0,0106903010,660350,44964,갯지렁이,2019.04
-4706,0,0,0106903090,4706,86,기타,2019.04
-60662,0,0,0106909000,60662,1199,기타,2019.04
-1589788,0,0,0101291000,1589788,19700,경주말,2019.05
-592909,0,0,0103100000,592909,32991,번식용,2019.05
-907186,0,0,0105111000,907186,3595,번식용,2019.05
50,50,4,0105119000,0,0,기타,2019.05
-331332,0,0,0105131000,331332,1021,번식용,2019.05
-47863,0,0,0106130000,47863,1680,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2019.05
-76334,0,0,0106149000,76334,1951,기타,2019.05
-32084,171851,2144,0106191000,203935,2068,개,2019.05
-736414,26728,643,0106199000,763142,3125,기타,2019.05
-28733,0,0,0106201000,28733,704,뱀,2019.05
-51061,0,0,0106202000,51061,3707,자라,2019.05
-47623,0,0,0106203000,47623,319,거북,2019.05
-137631,5027,3,0106209000,142658,354,기타,2019.05
-41700,0,0,0106320000,41700,90,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.05
14251,40500,30,0106390000,26249,20,기타,2019.05
-54500,0,0,0106490000,54500,1215,기타,2019.05
-32237,0,0,0106901000,32237,86,양서류,2019.05
-849907,0,0,0106903010,849907,60242,갯지렁이,2019.05
-2771,0,0,0106903090,2771,142,기타,2019.05
-14085,0,0,0106909000,14085,266,기타,2019.05
-2606820,0,0,0101291000,2606820,24000,경주말,2019.06
-21488,0,0,0101299000,21488,1500,기타,2019.06
-340201,0,0,0103100000,340201,20203,번식용,2019.06
-51304,0,0,0103920000,51304,3800,중량이 50킬로그램 이상인 것,2019.06
-587012,0,0,0105111000,587012,2812,번식용,2019.06
-25467,0,0,0105131000,25467,258,번식용,2019.06
-41000,0,0,0106110000,41000,40,영장류,2019.06
-32539,0,0,0106130000,32539,525,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2019.06
-77904,0,0,0106149000,77904,2177,기타,2019.06
-1737,142947,2117,0106191000,144684,1830,개,2019.06
-928217,22609,549,0106199000,950826,2910,기타,2019.06
-24243,0,0,0106201000,24243,52,뱀,2019.06
-48270,0,0,0106202000,48270,3581,자라,2019.06
-62012,0,0,0106203000,62012,329,거북,2019.06
-89251,0,0,0106209000,89251,291,기타,2019.06
-5030,0,0,0106390000,5030,20,기타,2019.06
-49533,0,0,0106490000,49533,984,기타,2019.06
-7860,0,0,0106901000,7860,72,양서류,2019.06
-674736,0,0,0106903010,674736,48225,갯지렁이,2019.06
-7,0,0,0106903020,7,4,실지렁이,2019.06
-7770,0,0,0106903090,7770,14,기타,2019.06
-13079,0,0,0106909000,13079,299,기타,2019.06
-4555417,0,0,0101291000,4555417,48498,경주말,2019.07
-123554,0,0,0101299000,123554,2730,기타,2019.07
-2123536,26520,177,0105111000,2150056,5291,번식용,2019.07
-218946,0,0,0105131000,218946,270,번식용,2019.07
-27809,0,0,0106130000,27809,240,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2019.07
-82386,0,0,0106149000,82386,2226,기타,2019.07
-9252,125067,1704,0106191000,134319,1775,개,2019.07
-7000,0,0,0106195090,7000,14,기타,2019.07
-711654,17773,446,0106199000,729427,2821,기타,2019.07
-29284,0,0,0106201000,29284,69,뱀,2019.07
-88696,0,0,0106202000,88696,6619,자라,2019.07
-79301,0,0,0106203000,79301,349,거북,2019.07
-78184,0,0,0106209000,78184,155,기타,2019.07
-242980,0,0,0106320000,242980,414,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.07
-35642,0,0,0106390000,35642,31,기타,2019.07
-22,0,0,0106419000,22,1,기타,2019.07
-54245,0,0,0106490000,54245,979,기타,2019.07
-22765,0,0,0106901000,22765,63,양서류,2019.07
-702455,0,0,0106903010,702455,51168,갯지렁이,2019.07
-645,0,0,0106903020,645,4,실지렁이,2019.07
-5325,0,0,0106903090,5325,9,기타,2019.07
-4877,0,0,0106909000,4877,182,기타,2019.07
-458845,0,0,0101291000,458845,3500,경주말,2019.08
-37377,0,0,0101299000,37377,500,기타,2019.08
-400000,0,0,0105111000,400000,705,번식용,2019.08
-329898,0,0,0105131000,329898,404,번식용,2019.08
-746500,0,0,0106110000,746500,599,영장류,2019.08
-29490,0,0,0106130000,29490,750,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2019.08
-68803,0,0,0106149000,68803,1983,기타,2019.08
-17271,134466,1922,0106191000,151737,1743,개,2019.08
-12147,0,0,0106195090,12147,30,기타,2019.08
-768534,20376,457,0106199000,788910,2452,기타,2019.08
-27710,0,0,0106201000,27710,40,뱀,2019.08
-55346,0,0,0106202000,55346,4205,자라,2019.08
-109003,0,0,0106203000,109003,374,거북,2019.08
-42050,0,0,0106209000,42050,140,기타,2019.08
-67448,0,0,0106320000,67448,192,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.08
-117777,0,0,0106390000,117777,18,기타,2019.08
-35322,0,0,0106490000,35322,1419,기타,2019.08
-3288,0,0,0106901000,3288,26,양서류,2019.08
-825352,0,0,0106903010,825352,58610,갯지렁이,2019.08
-6125,0,0,0106903090,6125,15,기타,2019.08
-25996,0,0,0106909000,25996,533,기타,2019.08
-7359,0,0,0101211000,7359,500,농가 사육용,2019.09
-33715,200000,550,0101291000,233715,4000,경주말,2019.09
-19535,0,0,0101299000,19535,1000,기타,2019.09
-851355,0,0,0102211000,851355,4344,젖소,2019.09
-381693,0,0,0103100000,381693,14422,번식용,2019.09
-46059,0,0,0103920000,46059,2200,중량이 50킬로그램 이상인 것,2019.09
-1135937,0,0,0105111000,1135937,3248,번식용,2019.09
165810,165810,253,0106110000,0,0,영장류,2019.09
70000,70000,120,0106122000,0,0,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)",2019.09
-89409,0,0,0106149000,89409,2263,기타,2019.09
78163,141343,3142,0106191000,63180,915,개,2019.09
-897018,27680,606,0106199000,924698,3611,기타,2019.09
-55591,0,0,0106201000,55591,1047,뱀,2019.09
-29195,0,0,0106202000,29195,2310,자라,2019.09
-37687,0,0,0106203000,37687,77,거북,2019.09
-86524,0,0,0106209000,86524,547,기타,2019.09
-27639,0,0,0106320000,27639,18,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.09
-50380,0,0,0106390000,50380,62,기타,2019.09
-181161,0,0,0106490000,181161,5379,기타,2019.09
-5419,0,0,0106901000,5419,37,양서류,2019.09
-672262,0,0,0106903010,672262,47733,갯지렁이,2019.09
-9903,0,0,0106903090,9903,6,기타,2019.09
-141842,0,0,0106909000,141842,2652,기타,2019.09
2338763,2916335,1000,0101291000,577572,5850,경주말,2019.10
-106295,0,0,0101299000,106295,3000,기타,2019.10
-330290,0,0,0103100000,330290,9460,번식용,2019.10
-48438,0,0,0103910000,48438,260,중량이 50킬로그램 미만인 것,2019.10
-308852,0,0,0105111000,308852,1859,번식용,2019.10
-217987,0,0,0105131000,217987,270,번식용,2019.10
-1072400,0,0,0106110000,1072400,624,영장류,2019.10
-81513,0,0,0106149000,81513,2251,기타,2019.10
62512,172751,1768,0106191000,110239,1169,개,2019.10
-820420,21619,510,0106199000,842039,3081,기타,2019.10
-47570,0,0,0106201000,47570,1325,뱀,2019.10
-77760,0,0,0106202000,77760,6118,자라,2019.10
-69204,0,0,0106203000,69204,251,거북,2019.10
-67994,0,0,0106209000,67994,85,기타,2019.10
-103969,0,0,0106320000,103969,212,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2019.10
-155267,0,0,0106490000,155267,2212,기타,2019.10
-22978,0,0,0106901000,22978,68,양서류,2019.10
-849208,0,0,0106903010,849208,61866,갯지렁이,2019.10
-2687,0,0,0106903090,2687,12,기타,2019.10
-159663,0,0,0106909000,159663,2129,기타,2019.10
-16534,0,0,0101211000,16534,1500,농가 사육용,2019.11
-1440002,0,0,0101291000,1440002,13500,경주말,2019.11
-202950,0,0,0103100000,202950,13500,번식용,2019.11
-1060323,15360,136,0105111000,1075683,2251,번식용,2019.11
-46564,0,0,0106130000,46564,1330,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],2019.11
-68819,0,0,0106149000,68819,1722,기타,2019.11
